,department,brand,count,min,max,mean
1653,Groceries,CLEAN LIFE,3,402.0,707.0,605.3333333333334
1654,Groceries,CLEMENTE JACQUE,4,23.0,59.0,35.5
1655,Groceries,CLEMENTE JACQUES,63,10.0,82.0,40.27460317460318
1656,Groceries,COCINA MESTIZA,5,61.0,71.0,66.9
1657,Groceries,COFFEEMATE,22,26.0,98.0,48.79545454545455
1658,Groceries,CONFRUTTA,6,6.0,6.0,6.0
1659,Groceries,CONSERVAS DE MI MÉXICO,2,124.0,175.0,149.5
1660,Groceries,CONSOMATE,1,13.9,13.9,13.9
1661,Groceries,COOKIE CRISP,2,7.0,7.0,7.0
1662,Groceries,CORAZON NATIVO,1,156.0,156.0,156.0
1663,Groceries,CORAZZI,1,177.0,177.0,177.0
1664,Groceries,CORINA,5,17.0,60.0,33.4
1665,Groceries,CORO,4,55.5,82.0,70.375
1666,Groceries,CORONADO,4,55.0,96.0,66.25
1667,Groceries,COSECHA PURA,7,11.0,21.0,15.285714285714286
1668,Groceries,COSMETOBELLEZA,1,14.0,14.0,14.0
1669,Groceries,COVADONGA,4,49.9,119.0,70.075
1670,Groceries,COVER GIRL,1,199.0,199.0,199.0
1671,Groceries,COVERGIRL,1,172.0,172.0,172.0
1672,Groceries,CREOLE QUEEN,2,20.5,69.9,45.2
1673,Groceries,CRISCO,2,66.9,71.9,69.4
1674,Groceries,CRISTAL,1,74.5,74.5,74.5
1675,Groceries,CROCKETT COUNTRY,1,28.0,28.0,28.0
1676,Groceries,CROQUINNOS,2,33.9,41.0,37.45
1677,Groceries,CROSSE & BLACK,5,17.0,58.0,40.78
1678,Groceries,CROWN PRINCE,3,75.0,93.0,85.83333333333333
1679,Groceries,CUATROCIELOS,4,84.0,152.0,118.0
1680,Groceries,CUETARA,1,19.5,19.5,19.5
1681,Groceries,CUIDA - TE,3,187.0,187.0,187.0
1682,Groceries,CURTIS,1,50.9,50.9,50.9
1683,Groceries,CUSIBANI,1,93.5,93.5,93.5
1684,Groceries,CUSTOM CULINARY,2,60.0,60.0,60.0
1685,Groceries,D'GARI,2,26.9,35.0,30.95
1686,Groceries,DAILY,2,51.0,51.0,51.0
1687,Groceries,DARE,2,69.5,81.0,75.25
1688,Groceries,DASAVENA,4,81.0,103.0,97.5
1689,Groceries,DAVES KILLER BR,8,139.0,165.0,145.5
1690,Groceries,DAVES KILLER BREAD,3,125.0,139.0,134.33333333333334
1691,Groceries,DE CECCO,20,56.5,162.5,83.14500000000001
1692,Groceries,DE LA ROSA,1,61.0,61.0,61.0
1693,Groceries,DE OLLA,1,127.0,127.0,127.0
1694,Groceries,DEL BARRIO,2,19.0,29.0,24.0
1695,Groceries,DEL FUERTE,10,8.0,30.0,14.4
1696,Groceries,DEL HOGAR,1,28.0,28.0,28.0
1697,Groceries,DEL MOLINO,10,42.5,42.5,42.5
1698,Groceries,DEL MONTE,33,8.0,108.0,24.145454545454545
1699,Groceries,DEL PRIMO,21,24.0,88.0,40.166666666666664
1700,Groceries,DEL VALLE,38,6.0,35.0,19.51842105263158
1701,Groceries,DEL VIEJON,1,50.0,50.0,50.0
1702,Groceries,DELGADITAS,8,20.0,35.0,27.925
1703,Groceries,DELICIAS DE CAFE,1,129.0,129.0,129.0
1704,Groceries,DELIZERY,8,67.5,156.0,111.375
1705,Groceries,DELLA NATURA,1,16.0,16.0,16.0
1706,Groceries,DELTA,4,29.0,42.0,32.25
1707,Groceries,DELUIGI,3,27.9,27.9,27.899999999999995
1708,Groceries,DESTELLOS,4,26.0,63.9,52.7
1709,Groceries,DIAMANTE,10,21.5,69.9,35.760000000000005
1710,Groceries,DIATOSTA,4,49.0,51.0,49.5
1711,Groceries,DIET RADISSON,6,65.0,93.0,75.16666666666667
1712,Groceries,DINNING STYLE,2,27.0,27.0,27.0
1713,Groceries,DISNEY,5,10.0,51.0,32.6
1714,Groceries,DIVELLA,3,44.0,44.0,44.0
1715,Groceries,DK,1,52.0,52.0,52.0
1716,Groceries,DOBLETT,8,19.5,19.5,19.5
1717,Groceries,DOLORES,39,20.5,74.0,35.05897435897436
1718,Groceries,DON BALBINO,1,287.0,287.0,287.0
1719,Groceries,DON CAYETANO,1,29.0,29.0,29.0
1720,Groceries,DON CHACHO,5,100.0,112.0,105.2
1721,Groceries,DON EMILIO,3,68.9,72.0,69.93333333333334
1722,Groceries,DON JUSTO,3,165.0,165.0,165.0
1723,Groceries,DOÑA CHONITA,3,13.9,20.0,16.266666666666666
1724,Groceries,DOÑA MARIA,26,18.5,77.0,42.82692307692308
1725,Groceries,DOÑA MARINA,13,60.0,77.0,73.07692307692308
1726,Groceries,DR TEALS,4,73.0,105.0,91.5
1727,Groceries,EBIEN,4,37.0,212.0,114.5
1728,Groceries,ECHALE REGIO,1,74.0,74.0,74.0
1729,Groceries,ECONOMAX,4,17.0,39.0,29.75
1730,Groceries,EDWARD AND SONS,3,83.0,83.0,83.0
1731,Groceries,EKI,3,78.0,81.0,80.0
1732,Groceries,EL ALCE,2,51.9,51.9,51.9
1733,Groceries,EL CUERNITO,32,5.0,236.0,23.85625
1734,Groceries,EL DORADO,2,14.9,30.0,22.45
1735,Groceries,EL GALLO GIRO,8,46.0,54.0,48.7375
1736,Groceries,EL HUERTO DE CARMEN,11,57.0,144.0,91.84545454545454
1737,Groceries,EL JARRO,1,21.5,21.5,21.5
1738,Groceries,EL MAJADERO,10,206.0,206.0,206.0
1739,Groceries,EL MARINO,6,105.0,278.0,177.33333333333334
1740,Groceries,EL MEXICANO,12,12.0,69.9,27.15833333333333
1741,Groceries,EL PAPALOTE,1,51.0,51.0,51.0
1742,Groceries,EL PARIENTE,6,38.0,53.0,45.0
1743,Groceries,EL PATO,1,13.0,13.0,13.0
1744,Groceries,EL YUCATECO,2,18.5,20.0,19.25
1745,Groceries,ELEFANTE,1,9.0,9.0,9.0
1746,Groceries,EMBASA,1,30.0,30.0,30.0
1747,Groceries,EMPERADOR,1,30.0,30.0,30.0
1748,Groceries,ENATURE,11,58.0,100.0,72.52727272727272
1749,Groceries,EPURITA,2,7.0,7.0,7.0
1750,Groceries,ESCOSA,26,17.0,96.0,46.11538461538461
1751,Groceries,EUCERIN,5,356.0,549.0,472.2
1752,Groceries,EUPHORIA,1,255.0,255.0,255.0
1753,Groceries,EXELTIS,2,186.0,186.0,186.0
1754,Groceries,EXQUISITAS,3,24.0,24.0,24.0
1755,Groceries,EXTRA VIRGEN,4,134.0,208.0,163.5
1756,Groceries,EZEKIEL,2,179.0,189.0,184.0
1757,Groceries,FEBREZE,2,98.0,98.0,98.0
1758,Groceries,FERRERO ROCHER,2,74.0,74.0,74.0
1759,Groceries,FIBER COOKIES,4,20.0,49.0,39.25
1760,Groceries,FIBRELAS,2,30.0,30.0,30.0
1761,Groceries,FILIPPO BERIO,2,88.0,160.0,124.0
1762,Groceries,FINCA IRLANDA,1,111.0,111.0,111.0
1763,Groceries,FIOR DI PASTA,15,8.9,8.9,8.9
1764,Groceries,FITNESS,1,54.5,54.5,54.5
1765,Groceries,FLOR DE LA PAZ,2,109.0,109.0,109.0
1766,Groceries,FLORIDA 7,8,5.0,15.0,11.875
1767,Groceries,FOLGERS,5,37.0,567.0,268.8
1768,Groceries,FONDO MONTEBELLO,2,197.0,467.0,332.0
1769,Groceries,FORTUNA DEL MAR,6,68.9,239.0,171.15
1770,Groceries,FRANKLIN BARBECUE,1,88.5,88.5,88.5
1771,Groceries,FRANKS,5,29.0,58.0,52.2
1772,Groceries,FRENCHS,6,35.9,58.0,51.98333333333333
1773,Groceries,FRESH GOURMET,14,33.9,77.0,59.778571428571425
1774,Groceries,FRESH HARVEST,3,76.0,82.0,78.0
1775,Groceries,FRESH LABEL,5,17.0,67.0,36.8
1776,Groceries,FRIJOLIN,4,14.9,33.0,25.924999999999997
1777,Groceries,FRUBOTANAS,1,40.0,40.0,40.0
1778,Groceries,FRUNCHPOP,4,143.0,143.0,143.0
1779,Groceries,FRUTERRY,1,37.0,37.0,37.0
1780,Groceries,FRUTOS DE VIDA,6,29.0,31.0,30.666666666666668
1781,Groceries,FRUTSI,3,5.0,5.0,5.0
1782,Groceries,FRUTTE,2,58.0,58.0,58.0
1783,Groceries,G HUGHES,4,74.0,77.0,74.75
1784,Groceries,GABI,5,12.0,53.0,28.4
1785,Groceries,GALLO,6,50.0,67.9,52.98333333333333
1786,Groceries,GAMESA,52,5.0,66.0,37.24230769230769
1787,Groceries,GARAT,14,82.9,229.0,113.2
1788,Groceries,GATORADE,3,12.0,12.0,12.0
1789,Groceries,GAVETI,2,50.0,52.0,51.0
1790,Groceries,GAVILLA,15,46.0,70.0,54.266666666666666
1791,Groceries,GENERAL MILLS,3,63.0,63.0,63.0
1792,Groceries,GENOMMA,2,173.0,656.0,414.5
1793,Groceries,GILA,18,111.0,266.0,149.77777777777777
1794,Groceries,GIOIA,4,207.0,619.0,318.5
1795,Groceries,GITANA,1,210.0,210.0,210.0
1796,Groceries,GLADE,1,90.5,90.5,90.5
1797,Groceries,GLORIOSAS TENTACIONES,3,104.0,162.0,124.66666666666667
1798,Groceries,GODARD,1,575.0,575.0,575.0
1799,Groceries,GOLDEN BEAN,3,78.0,86.0,83.33333333333333
1800,Groceries,GOLDEN FIT,2,39.0,39.0,39.0
1801,Groceries,GOLDEN FOODS,3,15.0,43.0,33.0
1802,Groceries,GOOD THINS,4,133.0,133.0,133.0
1803,Groceries,GOURMET CHEFS,1,56.5,56.5,56.5
1804,Groceries,GOURMET LAND,7,28.0,99.0,53.285714285714285
1805,Groceries,GRAINWAY,2,134.0,134.0,134.0
1806,Groceries,GRANVITA,16,6.0,58.0,37.0875
1807,Groceries,GREENSIDE,3,40.0,209.0,96.33333333333333
1808,Groceries,GREY POUPON,3,82.0,98.0,89.83333333333333
1809,Groceries,GRILEROS,23,35.9,888.0,102.01304347826088
1810,Groceries,GRISI HNOS,6,76.0,76.0,76.0
1811,Groceries,GUAYMEX,2,23.0,46.0,34.5
1812,Groceries,GUD,4,58.0,60.0,59.0
1813,Groceries,GULLON,4,74.0,89.5,79.85
1814,Groceries,GYPSY TONICS,1,301.0,301.0,301.0
1815,Groceries,HABITS,6,41.5,884.0,547.9166666666666
1816,Groceries,HANSEATIK,8,66.0,245.0,137.375
1817,Groceries,HAPPY MOMENTS,2,23.0,23.0,23.0
1818,Groceries,HARDCORE CARNIVORE,1,201.0,201.0,201.0
1819,Groceries,HARMONY LIFE PR,2,151.0,151.0,151.0
1820,Groceries,HARMONY LIFE PRODUCTS,4,140.0,463.0,301.5
1821,Groceries,HCE,1,58.0,58.0,58.0
1822,Groceries,HCF,271,4.0,194.0,40.801107011070116
1823,Groceries,HEALTHADDICTION,1,509.0,509.0,509.0
1824,Groceries,HEARTBEST,1,46.9,46.9,46.9
1825,Groceries,HEATH & HEATHER,5,71.0,82.0,77.6
1826,Groceries,HEB,562,9.0,437.0,69.1635231316726
1827,Groceries,HEB ESSENTIAL GRAINS,7,40.0,56.5,49.07142857142857
1828,Groceries,HEB EXPERTS,19,93.0,103.0,99.3157894736842
1829,Groceries,HEB ORGANICS,53,24.9,217.0,87.19056603773586
1830,Groceries,HEB SABOR TRADI,4,35.9,43.0,39.975
1831,Groceries,HEB SABOR TRADICIONAL,2,38.0,93.0,65.5
1832,Groceries,HECHO A MANO,7,67.5,67.5,67.5
1833,Groceries,HEINZ,20,24.0,63.0,41.695
1834,Groceries,HELENTROY,2,60.0,60.0,60.0
1835,Groceries,HELLMANNS,8,24.0,139.0,48.6625
1836,Groceries,HELLO BUFFALO,6,41.0,51.9,46.63333333333333
1837,Groceries,HERDEZ,39,10.0,45.0,25.47179487179487
1838,Groceries,HERITAGE RANCH,3,308.0,926.0,599.6666666666666
1839,Groceries,HERSHEY'S,4,62.0,80.0,67.25
1840,Groceries,HIDDEN VALLEY,5,59.0,62.0,60.0
1841,Groceries,HOLIBLEND,4,94.5,197.0,124.125
1842,Groceries,HORMONA,1,89.0,89.0,89.0
1843,Groceries,HOUSE BLEND,2,72.0,78.0,75.0
1844,Groceries,HUICHOL,2,15.0,15.0,15.0
1845,Groceries,HUNTS,21,15.5,55.5,37.25714285714285
1846,Groceries,IAMARANTH,1,155.0,155.0,155.0
1847,Groceries,IBARRA,2,26.0,34.0,30.0
1848,Groceries,IDAHOAN,5,34.0,40.5,36.6
1849,Groceries,IFA,1,88.5,88.5,88.5
1850,Groceries,ILLY,3,163.0,364.0,297.0
1851,Groceries,IM,7,12.5,25.0,16.0
1852,Groceries,INCA,4,20.5,69.5,39.75
1853,Groceries,INDOMABLE,5,32.9,41.0,37.760000000000005
1854,Groceries,INES,3,59.0,88.0,68.66666666666667
1855,Groceries,INTALMESA,4,20.5,20.5,20.5
1856,Groceries,INTERNACIONAL,3,93.0,204.0,130.66666666666666
1857,Groceries,INUSA,1,45.0,45.0,45.0
1858,Groceries,ISADORA,7,15.9,28.9,18.185714285714287
1859,Groceries,ISDIN,2,215.0,240.0,227.5
1860,Groceries,ISLA DEL SOL,4,31.9,37.0,33.175
1861,Groceries,ITALPASTA,3,14.0,36.5,21.5
1862,Groceries,JAC N RAY,1,43.0,43.0,43.0
1863,Groceries,JACOBS,4,43.0,126.0,71.5
1864,Groceries,JANSSEN,1,168.0,168.0,168.0
1865,Groceries,JASA,1,143.0,143.0,143.0
1866,Groceries,JERGENS,2,74.5,142.0,108.25
1867,Groceries,JIF,1,95.0,95.0,95.0
1868,Groceries,JUAN VALDEZ,9,124.0,226.0,154.77777777777777
1869,Groceries,JUMEX,34,5.0,41.0,20.855882352941176
1870,Groceries,JUMEX FRESH,4,12.0,21.0,14.25
1871,Groceries,JUST ABOUT FOODS,4,103.0,234.0,175.25
1872,Groceries,KAAPEH,2,47.0,78.0,62.5
1873,Groceries,KALI,4,67.0,221.0,162.0
1874,Groceries,KANTE,8,104.0,120.0,109.125
1875,Groceries,KARNE GARIBALDI,1,47.5,47.5,47.5
1876,Groceries,KARO,6,39.0,71.0,51.166666666666664
1877,Groceries,KARTAMUS,1,39.9,39.9,39.9
1878,Groceries,KASHI,2,100.0,100.0,100.0
1879,Groceries,KATHLEENS,3,33.9,33.9,33.9
1880,Groceries,KEEBLER,5,77.0,82.0,81.0
1881,Groceries,KELLOGG,2,118.0,118.0,118.0
1882,Groceries,KELLOGGS,77,7.0,140.0,51.65714285714286
1883,Groceries,KEMPAX,1,53.0,53.0,53.0
1884,Groceries,KENS,1,50.9,50.9,50.9
1885,Groceries,KERMATO,4,12.0,59.0,41.375
1886,Groceries,KEVALA,1,249.0,249.0,249.0
1887,Groceries,KI GOURMET,6,68.5,71.0,70.58333333333333
1888,Groceries,KNORR,71,12.0,112.0,30.174647887323946
1889,Groceries,KODYZ,1,30.0,30.0,30.0
1890,Groceries,KOSH,4,67.0,69.9,68.45
1891,Groceries,KRAFT,14,28.0,100.0,67.56428571428572
1892,Groceries,KUALI,2,780.0,872.0,826.0
1893,Groceries,LA ANITA,12,12.0,27.0,21.233333333333334
1894,Groceries,LA BOTANERA,8,12.0,33.9,20.225
1895,Groceries,LA CAREM,1,97.0,97.0,97.0
1896,Groceries,LA CARRETA,11,10.0,27.0,15.754545454545456
1897,Groceries,LA CASA DEL JUGO,6,29.0,489.0,157.0
1898,Groceries,LA CHOLITA,2,25.0,25.0,25.0
1899,Groceries,LA COLMENA DE ORO,1,35.9,35.9,35.9
1900,Groceries,LA COSTEÑA,85,7.0,68.5,26.054117647058824
1901,Groceries,LA ENCOMIENDA,1,65.0,65.0,65.0
1902,Groceries,LA ESPANOLA,2,81.0,88.0,84.5
1903,Groceries,LA FINA,9,8.0,74.0,22.11111111111111
1904,Groceries,LA FINCA,2,85.0,94.0,89.5
1905,Groceries,LA GUACAMAYA,7,12.0,18.5,14.714285714285714
1906,Groceries,LA LEGENDARIA,2,118.0,118.0,118.0
1907,Groceries,LA LUZ,4,20.0,27.0,24.5
1908,Groceries,LA MERCED,2,27.0,39.9,33.45
1909,Groceries,LA MERIDANA,8,31.0,36.0,33.5
1910,Groceries,LA MODERNA,43,9.5,34.9,15.35813953488372
1911,Groceries,LA MORENA,7,10.9,49.0,27.900000000000002
1912,Groceries,LA NORTEÑA,4,26.0,50.9,38.45
1913,Groceries,LA OLIVA,18,11.0,46.0,21.966666666666665
1914,Groceries,LA PASTORA,8,17.0,27.0,23.5
1915,Groceries,LA PRIETA,4,20.0,30.9,25.725
1916,Groceries,LA ROCHE POSAY,4,580.0,744.0,659.5
1917,Groceries,LA SAGRADA GOURMET,6,146.0,146.0,146.0
1918,Groceries,LA SELVA,2,259.0,259.0,259.0
1919,Groceries,LA SIERRA,13,11.5,38.0,17.96153846153846
1920,Groceries,LA SURTIDORA,7,13.9,68.9,29.614285714285717
1921,Groceries,LA TEZONERA,4,67.9,67.9,67.9
1922,Groceries,LA VIUDA NEGRA,1,19.0,19.0,19.0
1923,Groceries,LADY BSTN BOSTO,1,44.0,44.0,44.0
1924,Groceries,LAKANTO,7,254.0,544.0,425.14285714285717
1925,Groceries,LALA,1,15.0,15.0,15.0
1926,Groceries,LARABAR,3,38.0,38.0,38.0
1927,Groceries,LAS ALITAS,6,40.0,40.0,40.0
1928,Groceries,LAS BALSAS,1,165.0,165.0,165.0
1929,Groceries,LAS CUMBRES,4,29.0,31.9,30.45
1930,Groceries,LAURA,2,39.0,62.0,50.5
1931,Groceries,LAVAZZA,8,171.0,252.0,231.75
1932,Groceries,LAWRYS,6,51.0,82.0,65.83333333333333
1933,Groceries,LE GAVIA,1,87.0,87.0,87.0
1934,Groceries,LEA & PERRINS,2,82.0,86.0,84.0
1935,Groceries,LECLERC,5,92.0,102.0,95.6
1936,Groceries,LENNY & LARRYS,18,39.0,134.0,48.638888888888886
1937,Groceries,LEON,1,28.0,28.0,28.0
1938,Groceries,LEONALI,2,62.0,63.0,62.5
1939,Groceries,LIBANIUS,4,36.0,68.5,45.5
1940,Groceries,LIBBEY,6,18.0,102.0,44.81666666666666
1941,Groceries,LIGERINAS,1,38.0,38.0,38.0
1942,Groceries,LIGERITAS,1,29.0,29.0,29.0
1943,Groceries,LINARES,1,143.0,143.0,143.0
1944,Groceries,LIRIO,3,19.9,60.9,38.23333333333333
1945,Groceries,LITTLE DEBBIE,12,67.5,77.9,75.47500000000001
1946,Groceries,LIVANA TECHNOLOGY,4,62.0,114.0,88.0
1947,Groceries,LOACKER,4,56.5,56.5,56.5
1948,Groceries,LOG CABIN,2,53.5,93.0,73.25
1949,Groceries,LOL-TUN,4,14.9,21.0,16.475
1950,Groceries,LOREAL,3,172.0,219.0,187.66666666666666
1951,Groceries,LOS ANGELES,3,23.9,23.9,23.899999999999995
1952,Groceries,LOS PIQUINES,2,125.0,125.0,125.0
1953,Groceries,LOS PORTALES,7,44.0,142.0,100.42857142857143
1954,Groceries,LOS REYES,4,34.0,35.5,35.125
1955,Groceries,LOUISIANA,2,47.9,47.9,47.9
1956,Groceries,LOURIÑO,2,56.0,75.0,65.5
1957,Groceries,LUCCHETTI,5,13.8,14.5,14.219999999999999
1958,Groceries,LUCERO,2,42.0,48.0,45.0
1959,Groceries,LULU PEDRAZA,5,24.0,40.0,27.6
1960,Groceries,LYNCOTT,5,29.0,46.0,35.8
1961,Groceries,M DE MANI,12,134.0,227.0,177.58333333333334
1962,Groceries,MAC  MA,6,35.5,35.5,35.5
1963,Groceries,MAGGI,13,12.9,61.0,25.63076923076923
1964,Groceries,MAIZENA,8,10.0,77.0,21.375
1965,Groceries,MAIZORO,2,50.0,53.0,51.5
1966,Groceries,MALABAR,4,38.0,70.0,54.0
1967,Groceries,MALT-O-MEAL,2,68.0,68.0,68.0
1968,Groceries,MAMA REBECA,1,43.0,43.0,43.0
1969,Groceries,MANASUR,12,30.0,67.5,38.574999999999996
1970,Groceries,MANGÚ,2,71.0,71.0,71.0
1971,Groceries,MAPLE GROVE,1,85.0,85.0,85.0
1972,Groceries,MARBU,1,17.0,17.0,17.0
1973,Groceries,MARIAN,4,53.5,176.0,88.375
1974,Groceries,MARIES,16,88.5,88.5,88.5
1975,Groceries,MARIMAIZ,5,33.0,33.9,33.54
1976,Groceries,MARINA AZUL,14,21.5,46.9,30.235714285714288
1977,Groceries,MARINELA,34,15.5,75.9,36.80882352941177
1978,Groceries,MARKS GOOD,1,68.5,68.5,68.5
1979,Groceries,MARRON 86,2,276.0,281.0,278.5
1980,Groceries,MARUCHAN,8,6.0,18.0,12.45
1981,Groceries,MARY'S GONE CRA,2,207.0,207.0,207.0
1982,Groceries,MARZETTI,4,67.9,104.0,76.92500000000001
1983,Groceries,MAX CONTROL,1,118.0,118.0,118.0
1984,Groceries,MAY LILY,4,77.0,86.0,79.5
1985,Groceries,MAYAN SWEET,7,103.0,166.0,129.28571428571428
1986,Groceries,MAYANFOOD,1,78.0,78.0,78.0
1987,Groceries,MAYBELLINE,9,172.0,240.0,201.55555555555554
1988,Groceries,MAYELA SILVA,1,67.5,67.5,67.5
1989,Groceries,MAZATUN,2,23.0,27.0,25.0
1990,Groceries,MAZOLA,1,58.5,58.5,58.5
1991,Groceries,MC CORMICK,8,31.0,47.9,36.4875
1992,Groceries,MCCORMICK,87,22.0,208.0,51.04482758620689
1993,Groceries,MEGA,2,19.0,26.0,22.5
1994,Groceries,MELBA,2,69.5,69.5,69.5
1995,Groceries,MERCK,1,353.0,353.0,353.0
1996,Groceries,METCO,8,46.0,79.0,63.225
1997,Groceries,MEVI,1,313.0,313.0,313.0
1998,Groceries,MEXICANO,1,168.0,168.0,168.0
1999,Groceries,MEZZETTA,2,67.5,102.0,84.75
2000,Groceries,MI ALMA,2,120.0,213.0,166.5
2001,Groceries,MI LUPITA,1,29.0,29.0,29.0
2002,Groceries,MI TIENDA,27,4.0,149.9,30.94814814814815
2003,Groceries,MIEL MAYA,1,130.0,130.0,130.0
2004,Groceries,MIKARI,3,67.0,72.0,70.33333333333333
2005,Groceries,MILPA REAL,1,42.0,42.0,42.0
2006,Groceries,MILTONS,1,108.0,108.0,108.0
2007,Groceries,MIMA,3,22.0,24.0,23.0
2008,Groceries,MIMA FOODS,3,114.0,198.0,166.33333333333334
2009,Groceries,MISSION,14,16.5,38.0,27.17142857142857
2010,Groceries,MISTER GOURMET,2,73.0,238.0,155.5
2011,Groceries,MISURA,17,19.0,67.0,40.05882352941177
2012,Groceries,MOES,1,34.5,34.5,34.5
2013,Groceries,MOLINA,1,21.9,21.9,21.9
2014,Groceries,MOLLI GOURMET,4,55.0,59.0,57.0
2015,Groceries,MONK,6,155.0,359.0,278.6666666666667
2016,Groceries,MONKE,2,158.0,170.0,164.0
2017,Groceries,MONTAGNE JEUNESSE,1,44.0,44.0,44.0
2018,Groceries,MONTE BLANCO,10,18.0,45.0,29.639999999999997
2019,Groceries,MORALITOS,4,15.0,38.0,27.5
2020,Groceries,MORAMA,22,60.0,234.0,123.31818181818181
2021,Groceries,MORELIA PRESID.,2,31.9,58.0,44.95
2022,Groceries,MORELOS,2,26.0,30.0,28.0
2023,Groceries,MRS BAIRDS,2,53.5,53.5,53.5
2024,Groceries,MRS. CUBBISONS,3,34.0,54.0,41.300000000000004
2025,Groceries,MRS. CUBINSSONS,2,73.0,76.0,74.5
2026,Groceries,MUMBAI,4,39.0,39.0,39.0
2027,Groceries,MUNDO LIGHT,9,40.0,87.0,69.33333333333333
2028,Groceries,MUSSI,4,129.0,143.0,136.0
2029,Groceries,MUTII ADAPTOGEN,1,453.0,453.0,453.0
2030,Groceries,NABISCO,8,12.0,59.0,33.7125
2031,Groceries,NANA MARY,3,21.0,21.0,21.0
2032,Groceries,NATURA,13,7.0,46.0,25.853846153846153
2033,Groceries,NATURAL ES,2,14.0,26.0,20.0
2034,Groceries,NATURAL FIT,4,72.0,185.0,128.5
2035,Groceries,NATURALEZA AMBAR,2,130.0,224.0,177.0
2036,Groceries,NATURASOL,6,36.0,129.0,92.33333333333333
2037,Groceries,NATURE IN,3,51.0,138.0,80.0
2038,Groceries,NATURE VALLEY,7,56.5,79.0,69.78571428571429
2039,Groceries,NATURE'S PATH O,1,246.0,246.0,246.0
2040,Groceries,NATURES HEART,14,23.0,65.0,48.09285714285714
2041,Groceries,NATURES OWN,10,64.0,79.0,71.36
2042,Groceries,NATURES PATH,5,113.0,168.0,143.6
2043,Groceries,NESCAFE,44,34.5,164.0,121.15
2044,Groceries,NESQUIK,9,7.0,73.0,39.22222222222222
2045,Groceries,NESTLE,28,5.0,93.0,53.21071428571429
2046,Groceries,NESTLÉ,15,159.0,160.0,159.46666666666667
2047,Groceries,NEW LIFE,1,235.0,235.0,235.0
2048,Groceries,NEWMANS,2,113.0,114.0,113.5
2049,Groceries,NILO,1,16.5,16.5,16.5
2050,Groceries,NISSIN,15,11.0,22.0,14.32
2051,Groceries,NIVEA,1,72.5,72.5,72.5
2052,Groceries,NJoy Brand,6,65.0,151.0,100.63333333333333
2053,Groceries,NOLY,2,21.5,32.9,27.2
2054,Groceries,NOPALIA,1,40.0,40.0,40.0
2055,Groceries,NOR-VER,4,28.0,52.5,40.75
2056,Groceries,NOTCO,8,71.0,71.0,71.0
2057,Groceries,NOVELDA,1,253.0,253.0,253.0
2058,Groceries,NOVOXAL,1,64.0,64.0,64.0
2059,Groceries,NUCCINA,2,75.0,75.0,75.0
2060,Groceries,NUCOLATO,1,153.0,153.0,153.0
2061,Groceries,NUTELLA,9,30.0,133.0,78.66666666666667
2062,Groceries,NUTRA LIGHT,2,40.0,51.5,45.75
2063,Groceries,NUTRIBITS,4,65.0,65.0,65.0
2064,Groceries,NUTRIOLI,5,24.5,56.9,45.46
2065,Groceries,NUTRIWELL,5,51.0,151.0,75.4
2066,Groceries,O SOLE MIO,7,88.0,179.0,110.71428571428571
2067,Groceries,OCEAN,1,41.0,41.0,41.0
2068,Groceries,OCEAN SPRAY,5,28.0,28.0,28.0
2069,Groceries,OFF,2,73.0,73.0,73.0
2070,Groceries,OKKO,19,18.0,332.0,83.0
2071,Groceries,OLEICO,3,58.5,72.9,63.43333333333334
2072,Groceries,OLI,2,129.0,191.0,160.0
2073,Groceries,OLIVO DEL CIELO,8,61.0,108.0,83.75
2074,Groceries,ON TOP,9,37.0,96.0,70.64444444444445
2075,Groceries,ORANGE CRUSH,2,15.0,15.0,15.0
2076,Groceries,OREO,24,17.0,180.0,94.91666666666667
2077,Groceries,ORGANICOS MONTERREY,7,62.0,311.0,160.42857142857142
2078,Groceries,ORGANIKUM,2,94.0,260.0,177.0
2079,Groceries,ORO,7,48.9,98.0,74.84285714285714
2080,Groceries,OROWEAT,3,29.0,64.0,51.666666666666664
2081,Groceries,ORTIZ,12,82.0,1803.0,508.4166666666667
2082,Groceries,OSO,2,25.0,32.0,28.5
2083,Groceries,OSRAM,1,98.9,98.9,98.9
2084,Groceries,OTTIMA,5,7.9,29.0,16.380000000000003
2085,Groceries,PACHIMAMA,7,67.0,93.0,80.14285714285714
2086,Groceries,PACIFIC FOODS,1,145.0,145.0,145.0
2087,Groceries,PAISA,1,34.9,34.9,34.9
2088,Groceries,PAL'S SNACKS,1,31.0,31.0,31.0
2089,Groceries,PALACIO DE ORIE,3,39.0,80.0,60.333333333333336
2090,Groceries,PALMERS,1,80.0,80.0,80.0
2091,Groceries,PAL´S,1,31.0,31.0,31.0
2092,Groceries,PAM,7,58.0,77.5,69.35714285714286
2093,Groceries,PAN SAZÓN,3,22.0,22.0,22.0
2094,Groceries,PANALIA,2,133.0,133.0,133.0
2095,Groceries,PANZANI,6,13.9,74.5,47.73333333333333
2096,Groceries,PARLE,1,27.0,27.0,27.0
2097,Groceries,PAU PAU,4,5.0,27.0,10.5
2098,Groceries,PB2,1,133.0,133.0,133.0
2099,Groceries,PELONETA,1,79.0,79.0,79.0
2100,Groceries,PFIZER PBG,1,399.0,399.0,399.0
2101,Groceries,PICK ONE,2,82.0,82.0,82.0
