Product_Id,title,price,brand,department,store,date
1635349,Pan de Barra Integral 12 Granos 680 gr,$64.00,OROWEAT,Abarrotes,HEB,05/07/2022
2075089,Galleta Arroz con Quinoa 140 gr,$31.00,OKKO,Abarrotes,HEB,05/07/2022
1737151,Galletas Marias Doradas 513 gr,$56.50,GAMESA,Abarrotes,HEB,05/07/2022
1816771,Pimiento Morron en Tiras 200 gr,$19.00,LA COSTEÑA,Abarrotes,HEB,05/07/2022
2247733,Gamesa Galleta Barras de Coco 634gr 634 gr,$59.00,GAMESA,Abarrotes,HEB,05/07/2022
1727167,Jugo Nectar de Durazno 1 lt,$25.00,JUMEX,Abarrotes,HEB,05/07/2022
2326024,Tortillas Ligeras 550 gr,$26.00,MISSION,Abarrotes,HEB,05/07/2022
1792555,Pasta Fideo 0 200 gr,$11.50,BARILLA,Abarrotes,HEB,05/07/2022
2059714,Crema de Avellanas 200 gr,$45.00,NUTELLA,Abarrotes,HEB,05/07/2022
1941652,Galleta de Arroz Integ 140 gr,$31.00,OKKO,Abarrotes,HEB,05/07/2022
2356912,Sopas Knorr Sopa Estrellitas 143 gr,$20.00,KNORR,Abarrotes,HEB,05/07/2022
1628329,Sopa Letras 95 gr,$14.00,KNORR,Abarrotes,HEB,05/07/2022
1643629,Sopa de Camaron C/Chile y Limon 64 gr,$13.90,MARUCHAN,Abarrotes,HEB,05/07/2022
1934392,Cuernitos Multiempaque 200 gr,$32.00,TIA ROSA,Abarrotes,HEB,05/07/2022
1630429,Jugo Naranja Premium 1.5 lt,$72.00,HEB,Abarrotes,HEB,05/07/2022
1628338,Sopa Municiones 95 gr,$14.00,KNORR,Abarrotes,HEB,05/07/2022
1639900,Salsa P/Pasta Tradicional 360 gr,$15.50,HUNTS,Abarrotes,HEB,05/07/2022
2314114,Jugo Nectar de Mango 125 ml,$5.00,JUMEX,Abarrotes,HEB,05/07/2022
1793620,Crema de Avellanas 350 gr,$74.00,NUTELLA,Abarrotes,HEB,05/07/2022
2469271,Chocolate Tableta 270 gr,$46.00,ABUELITA,Abarrotes,HEB,05/07/2022
1628437,Galletas Crema D/Nieve Fresa 322 gr,$44.00,GAMESA,Abarrotes,HEB,05/07/2022
1926637,Mini Pinguino 8 Pack 224 gr,$44.00,MARINELA,Abarrotes,HEB,05/07/2022
1793437,Aceite Aerosol Sabor Original 170 gr,$60.00,PAM,Abarrotes,HEB,05/07/2022
1631155,Jugo Unico Fresco Naranja con Pulpa 1 lt,$30.00,JUMEX,Abarrotes,HEB,05/07/2022
1633405,Pan de Barra Integral Multigrano 610 gr,$53.00,BIMBO,Abarrotes,HEB,05/07/2022
1729168,Galleta Chips Ahoy Regular 266 gr,$33.90,NABISCO,Abarrotes,HEB,05/07/2022
1693567,Aceite Comestible Aceite de Soya Adicionado con Dh 850 ml,$56.90,NUTRIOLI,Abarrotes,HEB,05/07/2022
